ID,Sender Account,Sender Account Branch,Sender Account Type,Sender Name,Sender Current Account Balance,Receiver Account,Receiver Account Branch,Receiver Account Type,Receiver Current Account Balance,Receiver Name,Amount,Currency,Date and Time,Sender Phone Number,Receiver Phone Number,Purpose of Transaction,Transaction Type
731244f7-6497-4f3c-867f-86145aff6cac,AOSZ79308597248625,"31.159488, -74.053999",Business,Angela Henderson,2379.456233,FXJY86547252299049,"29.968916, -94.867459",Credit,2768.458182,Amber Miles,19960.08,USD,2023-03-05 01:02:33,(716)489-0440,956-722-5112x81008,Purchase,Credit
2e256f8f-88dd-4f24-96b9-db8af271506a,AQSU41492660903289,"35.329471, -68.859317",Business,Brenda Smith,2288.790842,HLQN01664578845775,"37.807386, -67.631685",Credit,6297.164862,Dominic Wilson,7500,USD,2023-08-15 11:12:13,(299)771-7887,2899058686,Salary,Credit
5b08beb7-a603-44c3-b77e-27799c37051d,AUZO11562206553225,"41.799920, -79.676729",Business,Joseph Jordan,7562.98126,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,30000,USD,2023-02-23 00:08:19,001-962-564-7854x0325,(952)225-9219,Gift,Debit
208c30b2-db5e-471b-91a7-a296b8d518fd,BBPD69148828452321,"46.877556, -121.445960",Credit,Tara Davis,5910.078273,WBYY81349090946820,"42.084147, -93.344584",Savings,9710.72091,Gary Young,10000,USD,2023-05-28 11:02:58,921-200-0943,(552)900-2455x02612,Gift,Credit
705a46d4-5b45-42f1-8ad8-75efcc3bab78,BCNY77389734102080,"33.628652, -72.047313",Credit,Elizabeth May,6411.405113,FKGV45091999851527,"44.706100, -109.107310",Credit,9758.852125,Karen Davis,14900,USD,2023-10-28 22:48:17,570-385-7541x88223,(963)318-5778,Refund,Credit
52bbe6ff-f983-4b03-9180-ad6735c4577a,BCNY77389734102080,"33.628652, -72.047313",Credit,Elizabeth May,6411.405113,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,8000,USD,2023-02-05 20:32:54,570-385-7541x88223,(952)225-9219,Gift,Credit
c4271337-fe13-47b9-bb03-0e74014e1f65,BCQZ98478098049878,"34.673599, -117.333568",Checking,Jennifer Chen,739.6759959,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,250,USD,2023-07-15 13:50:52,518-651-4260x511,(952)225-9219,Salary,Debit
b26c8dd5-4009-47ad-9462-007bcefd4b06,BFBH37486468702230,"28.205252, -118.313773",Business,David Sharp,7411.635708,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,400,USD,2023-09-04 11:22:39,001-714-730-7888x394,(952)225-9219,Gift,Debit
23169981-bdbf-4902-86b8-12d4553b901c,BFBH37486468702230,"28.205252, -118.313773",Business,David Sharp,7411.635708,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,3550,USD,2023-01-28 15:45:10,001-714-730-7888x394,(952)225-9219,Refund,Credit
e71bb30d-6297-4d8c-9023-dc81cf6df3b4,BFBH37486468702230,"28.205252, -118.313773",Business,David Sharp,7411.635708,NRFO10966613999801,"42.713779, -106.111246",Savings,9578.171866,Jamie Gray,1200,USD,2023-10-05 10:56:11,001-714-730-7888x394,+1-533-935-8556x768,Payment,Credit
d8f06383-8f73-46e8-b016-bcb6dd571f90,BGNQ57317488619264,"26.876243, -113.202806",Business,Louis Wright,8005.379798,YRJU26529058180919,"44.663416, -69.062070",Savings,7999.928784,Vicki Duncan,2350,USD,2023-12-04 20:37:28,606.446.9890,+1-746-839-1655x291,Salary,Credit
6c973f79-03fc-4fe6-910f-061358b68d45,BHAX52716533334597,"40.157913, -99.994076",Checking,Sharon Obrien,1196.229774,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,6250,USD,2023-04-22 19:55:52,799.324.8328,(952)225-9219,Purchase,Debit
0a2baaf6-8e5f-4793-b57c-1655801e9749,BJLI87289120716669,"25.107708, -101.927063",Savings,Lindsey Butler,2701.031221,PFXQ07444719397848,"38.996609, -71.715875",Business,7614.506531,Erica Bauer,50000,USD,2023-05-06 09:00:59,+1-623-797-5880x571,(599)236-6782x74773,Payment,Debit
a76b8091-06df-4507-bc72-d8132fb6f741,BJLI87289120716669,"25.107708, -101.927063",Savings,Lindsey Butler,2701.031221,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,700,USD,2023-03-27 05:55:06,+1-623-797-5880x571,(952)225-9219,Purchase,Credit
2c6cab4b-34a0-44b2-ba66-7724107412cf,BKWW16514645224464,"48.086388, -124.316763",Business,Patricia Kennedy,138.1861305,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,45000,USD,2023-06-17 11:19:55,001-758-635-8794x83633,(952)225-9219,Salary,Credit
668fd00e-e7b5-4dbb-b66b-e63d44e40ba1,BMPK79100087461119,"27.643055, -114.995822",Savings,Jeanette Lawrence,9062.839408,TBIZ17296570262703,"47.140696, -106.842377",Credit,402.4882843,Lori Parker,219578.94,USD,2023-01-20 15:19:40,(980)974-8314,001-867-603-5504x677,Salary,Credit
b163388f-2fee-46c4-9030-3772cff324fd,BOAB88805497571908,"43.746757, -90.645072",Savings,Michael Martinez Jr.,8491.405622,OFQZ34115286367549,"38.603446, -90.525191",Savings,4871.187475,Micheal Morgan,50000,USD,2023-10-15 15:42:42,727.625.8624x889,637.624.0995x637,Gift,Debit
9d38b2b9-ba94-49f3-9ebb-0bc0fcf9f5c8,BODR94238918779087,"43.663435, -71.205810",Savings,Kristen Gutierrez,3493.673945,JNSG31681439280215,"32.758224, -112.309926",Checking,764.1803542,Linda Gomez,85000,USD,2023-08-03 10:24:54,001-841-899-1712x8347,(282)473-3234x9000,Transfer,Debit
87171a2c-c2fb-40d3-860a-ccc47ca5e636,BONX00694206538427,"28.821126, -118.251840",Savings,Robin Obrien,119.0141977,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1000,USD,2023-01-20 09:39:28,+1-835-312-1437x05184,(952)225-9219,Salary,Debit
67302575-179f-4ba8-86a4-6706c129fe16,BQGH98175764929846,"48.861178, -68.968920",Savings,Michael Hamilton,4636.756489,NYGD54796981956548,"28.403284, -109.892797",Credit,1719.841002,Kevin White,100,USD,2023-04-16 22:43:01,728.583.4787x713,965.554.7912,Refund,Credit
16bdde96-19fe-429e-9943-0b153b0dc69a,BQQV55857807868204,"47.595540, -121.589447",Business,Jessica Jones,9063.163535,BEJU57897506640743,"39.124003, -114.069269",Business,2675.546912,Kevin Johnson,4200,USD,2023-12-31 11:22:08,+1-757-929-9288x2100,764-968-9724x6592,Gift,Credit
34f1363c-8271-4cca-96d3-84f32c9deeec,BQQV55857807868204,"47.595540, -121.589447",Business,Jessica Jones,9063.163535,BEJU57897506640743,"39.124003, -114.069269",Business,2675.546912,Kevin Johnson,42000,USD,2023-11-05 07:55:13,+1-757-929-9288x2100,764-968-9724x6592,Purchase,Debit
689cd77b-ee98-474f-881c-0159f59e22d9,BSYO26198280781910,"33.369166, -120.724399",Savings,Mike Carrillo,9029.371327,YZIH60587972277271,"37.618301, -108.123359",Credit,5417.195988,Elijah Long,5085,USD,2023-07-22 13:53:26,001-624-790-7332x55963,001-965-343-5876x45255,Gift,Debit
40e3a365-d00a-4041-9c8f-4174b1e1b591,BTVF53078708207456,"32.141101, -74.190445",Credit,Michael Smith,1926.093358,LOBY04075090410651,"36.875920, -68.099758",Savings,2606.962428,Jacqueline Delgado,100000,USD,2023-08-01 05:46:04,592.390.4132x20618,001-469-990-5219,Salary,Credit
d5329083-a393-46bd-a33b-226fefa8bdaf,BUZU38901544158117,"39.774931, -84.369851",Credit,Kyle Brown,1862.106801,ZBDL17881272623517,"43.881234, -70.821466",Savings,3929.29022,Jason Hernandez,1700,USD,2023-08-09 05:39:42,(913)394-3748x78451,001-406-353-7964x50450,Gift,Debit
ff3865d0-cba0-4130-bc5d-0d4386365541,BWBF93228055046482,"25.055246, -108.156887",Checking,Guy Simon,4280.295295,FRPM76370837280818,"29.857225, -115.926647",Checking,4259.236256,Nicole Graham,1550000,USD,2023-12-08 20:41:32,(969)452-7005,(818)808-5535x55758,Refund,Credit
43003f11-cf11-4b0f-85c7-e78285dc997a,BYOS06544978749011,"25.356331, -119.597453",Business,Tina Tate,5378.805298,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1520,USD,2023-12-21 07:30:38,999.574.0662x53678,(952)225-9219,Transfer,Credit
e797fb7b-7fdf-4ca9-9584-ec1df2ad9627,BYOS06544978749011,"25.356331, -119.597453",Business,Tina Tate,5378.805298,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,2970,USD,2023-03-11 07:42:40,999.574.0662x53678,(952)225-9219,Purchase,Debit
282fd78f-7044-4a61-861a-756a0366dfc2,CCLM04395680331460,"47.630992, -90.636587",Credit,David Yang,226.4430279,NPRZ01029557261518,"35.812217, -118.335785",Savings,850.8250933,Don Henry,110000,USD,2023-05-17 11:21:10,797-946-4271x99733,+1-653-719-2832x1935,Payment,Debit
62272a55-138c-4cb0-9cea-3afc859338ec,CCLM04395680331460,"47.630992, -90.636587",Credit,David Yang,226.4430279,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,60000,USD,2023-05-06 15:26:25,797-946-4271x99733,+1-639-275-3615x836,Salary,Debit
19dd32f5-92bd-4fbb-b3b8-228a75e2ba4f,CEGC45472994283068,"45.913003, -91.308966",Checking,Tiffany Mccullough,9963.689257,TKSY67950107801305,"49.090476, -70.604566",Savings,4388.937095,Michael Adams,100000,USD,2023-11-20 16:47:03,+1-940-344-1636x8439,+1-708-249-4038x74176,Purchase,Debit
8687df0e-56d1-440a-aa0a-11b1df219481,CJPI68017885683279,"38.011825, -109.126603",Savings,Angela Dunlap,2594.643222,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1200,USD,2023-06-04 05:30:24,500.302.5849x22113,(952)225-9219,Payment,Credit
29b35c1b-d93d-4e1a-a892-3dd579399447,CNKA69512295018793,"32.179695, -94.998846",Business,Brittany Moore,1348.471554,KDNX03369635680348,"47.211309, -121.321183",Checking,2460.429799,Kelly Johnson,35000,USD,2023-11-20 12:56:47,927.521.2149x7313,001-601-780-3936x38845,Purchase,Credit
05b4d6bb-16cd-426b-ba71-702624ef6882,CRQO78504535688961,"37.766148, -80.973398",Business,William Burke,6607.776043,NGCN03808066290212,"41.149542, -68.495902",Business,1281.928104,Jerry Richardson,2000,USD,2023-08-19 16:36:25,267.951.8208x98111,462.541.8739,Refund,Debit
bd55d6fe-5fe3-4076-8c10-eb43129c83eb,CSBI60480996866279,"29.045604, -85.515164",Savings,Kimberly Washington,6398.575178,EDQD80192439586301,"44.223197, -67.129041",Business,6196.908962,Justin Barnes,100,USD,2023-10-19 05:49:02,755-999-9183x299,308-849-6336x52399,Gift,Debit
4f9b7295-97cb-43fa-84e0-be7b1d14a1b2,CVRE83875713753971,"43.460645, -71.991440",Checking,Kelsey Williams,590.3762027,CWEQ34789277146907,"38.845869, -104.518141",Business,6837.143385,Alison York,33360,USD,2023-10-10 10:51:12,(996)299-0981x278,+1-285-742-7387,Transfer,Credit
1707c8e7-8ce9-4355-be2b-bf42888bc997,CVUB85427721205372,"33.575592, -104.623111",Business,Sydney Adams,3480.047414,PWOR47857645745633,"38.400539, -80.322685",Credit,1987.057589,Daniel Carlson,5000,USD,2023-05-14 04:41:42,520.969.1522x06677,(386)306-9425x1072,Purchase,Credit
981e2ebc-89b0-4c8d-a3a3-42ad996b6e3e,CVXN40884207828832,"29.705076, -80.215899",Savings,Taylor Shaw,8975.23231,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,4000,USD,2023-08-05 13:45:53,(708)603-5182x258,(952)225-9219,Purchase,Debit
58903216-c902-4707-8588-1863399a8269,CYTM21107073738071,"37.491010, -117.933178",Savings,Travis Gutierrez,3152.026285,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1000,USD,2023-06-20 17:34:13,+1-884-213-2977x56396,(952)225-9219,Purchase,Credit
baf0429f-061f-4138-b952-1f833627406e,DAPW71839218497386,"39.617558, -66.986067",Business,Tracy Patel,9173.93314,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,57500,USD,2023-01-27 21:37:29,966.548.4077,(952)225-9219,Payment,Debit
461bb8c4-308a-414e-a2a8-4288529b04b2,DCRK23693448453252,"47.745422, -121.099051",Credit,Ryan Mcneil,9185.58605,EYJP38638067260868,"27.598989, -85.227150",Business,9941.855082,Richard Smith,222846987,USD,2023-06-14 09:35:11,(728)511-0810,+1-639-275-3615x836,Transfer,Debit
8b572aac-bfb3-4e4b-a652-98271424d923,DEMF91248572444034,"37.318083, -100.048334",Credit,Robert Kelley,2245.309943,ROCO60625844449266,"48.653169, -82.723800",Credit,5262.412841,Mathew Murphy,1400,USD,2023-09-17 16:45:47,001-672-387-6771x47611,(630)615-0763,Gift,Credit
f7b2d6d9-d42c-4f36-be20-208fbf2ef735,DHRY40166893532848,"29.223038, -91.551877",Business,Zachary Reyes,3731.923734,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,14000,USD,2023-06-13 06:43:39,843-918-7197,(952)225-9219,Purchase,Debit
707a23ef-aa5a-49ca-aef6-348736973dc4,DLHU30310414872085,"28.686587, -101.672509",Business,Nicole Watkins,7145.850816,FUKF25144685740131,"46.820311, -80.226552",Checking,7829.046656,Leslie Lynn,32500,USD,2023-12-03 01:03:05,(450)711-2616x56947,812-718-2414x7797,Gift,Credit
2a97c2a0-a9e2-40a7-b848-88241e5e8a6b,DMUB17144496648300,"30.914441, -116.411634",Business,Annette Nelson,9370.892441,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,10000,USD,2023-12-01 16:18:01,+1-570-802-3385x308,(952)225-9219,Gift,Debit
8fdd787a-08ca-48f4-b7b8-870099351548,DMUB17144496648300,"30.914441, -116.411634",Business,Annette Nelson,9370.892441,ZJQM68644326717592,"40.943868, -110.494316",Credit,9542.425681,Barbara Martinez,3500,USD,2023-05-15 04:59:57,+1-570-802-3385x308,806-990-4526,Payment,Debit
84251fbf-72f5-4700-9a06-b70ddf96a846,DOWD65521858552297,"36.152344, -84.817517",Business,Natalie Cox,4904.262085,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,700,USD,2023-02-07 15:08:00,(220)692-7034x684,(952)225-9219,Payment,Credit
800f7d40-3fcf-4cb4-ab26-3cb537158e3e,DOWD65521858552297,"36.152344, -84.817517",Business,Natalie Cox,4904.262085,BGKK57677753079268,"38.008137, -74.407370",Business,251.8459931,Vincent Bailey,115,USD,2023-04-02 01:05:10,(220)692-7034x684,+1-721-609-6221x913,Payment,Credit
4bf35d59-857e-4997-a567-60f7c06f6261,DPTY43375793629395,"43.552825, -93.575316",Credit,David Escobar,9588.100163,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,4000,USD,2023-04-14 00:49:24,470.579.1403x084,(952)225-9219,Payment,Debit
54db23ff-dbcf-474e-af5a-0db552710335,DQYE44370159887626,"32.934521, -122.982252",Credit,Samantha Ferguson,7424.477328,IDPX39233638411012,"28.169117, -91.839517",Business,6030.836892,Matthew Kelly,5000,USD,2023-06-19 16:28:44,901-991-3462x88928,+1-924-353-9240x764,Transfer,Credit
7b6885fa-0f9e-4a11-be73-20c94769c10e,DQYE44370159887626,"32.934521, -122.982252",Credit,Samantha Ferguson,7424.477328,VPJQ81951205236164,"45.978284, -100.634661",Business,4526.116367,Stephanie Gillespie,1300,USD,2023-10-26 03:27:47,901-991-3462x88928,271.743.1925,Salary,Debit
16fd2527-6c69-4153-85ab-b006e2cfbc79,DREE67931749203409,"39.496056, -105.335493",Savings,Laurie Robinson,8051.585685,FGAX98484955138633,"35.641973, -81.914608",Savings,972.54813,Christopher Peterson,4000,USD,2023-09-23 09:08:22,+1-681-532-1939,001-297-764-2737x27425,Refund,Credit
207e6ec7-131f-433b-b969-0de197552c07,DREE67931749203409,"39.496056, -105.335493",Savings,Laurie Robinson,8051.585685,FGAX98484955138633,"35.641973, -81.914608",Savings,972.54813,Christopher Peterson,1000,USD,2023-05-18 07:06:30,+1-681-532-1939,001-297-764-2737x27425,Salary,Credit
5819f212-a6e6-481a-8ca8-e76556bf1994,DRTZ33305183951825,"36.211375, -89.553193",Checking,Ryan Bailey,7334.030309,SVZG18404073318709,"35.751419, -87.767667",Checking,1198.550073,Guy Mitchell,270571.13,USD,2023-04-18 20:04:51,+1-815-306-0879x44067,823.785.7574x60070,Payment,Credit
390fa1da-5080-4f54-8d43-f1fe87322251,DYSC21951438682254,"28.203459, -76.766518",Business,David Taylor,7923.943242,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,6000,USD,2023-05-24 22:53:13,594.445.1470x9314,(952)225-9219,Payment,Credit
c1b460da-c199-49b2-914e-4d22bde46ddb,DZDY56490166163883,"46.259959, -87.307390",Checking,Kevin Lindsey,1787.103602,JXOP22549783967029,"36.625344, -115.505860",Business,6012.357544,Angel Cole,16200,USD,2023-11-04 11:21:29,571.877.5920,538-215-5542x920,Payment,Debit
667d5a7b-22a1-46bb-82b0-055533840ac8,DZDY56490166163883,"46.259959, -87.307390",Checking,Kevin Lindsey,1787.103602,JXOP22549783967029,"36.625344, -115.505860",Business,6012.357544,Angel Cole,1350,USD,2023-07-06 15:06:55,571.877.5920,538-215-5542x920,Salary,Debit
19476b68-05de-4b96-99d4-77dceb01b0c3,EAQV28486932543892,"28.576657, -121.073501",Credit,David Miller,7883.740319,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1050,USD,2023-08-03 09:25:18,948-584-1251x9469,(952)225-9219,Refund,Credit
0f73b44d-d79e-4323-9705-b768e33eb299,EBCJ39343402558282,"32.940989, -70.571608",Savings,Mitchell Thompson,8997.808929,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,4360,USD,2023-09-10 01:40:47,(789)412-8475,(952)225-9219,Salary,Debit
8b6135f8-96ed-47e0-b64d-99db1edbeae8,ECWJ23472906776985,"48.091397, -88.310306",Credit,Robert Chandler,2403.418051,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,1000,USD,2023-08-13 02:11:16,001-664-377-1045,(952)225-9219,Transfer,Debit
70a8ae73-fca3-4b32-9151-aeff6131470c,ECWJ23472906776985,"48.091397, -88.310306",Credit,Robert Chandler,2403.418051,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,2200,USD,2023-04-20 21:25:11,001-664-377-1045,(952)225-9219,Gift,Debit
1f94bf9a-9f02-439a-9143-0a001df9edbc,EEUR68514645181292,"38.191628, -115.505634",Checking,Jesus Malone,4263.877195,NDYI15880397823325,"27.125404, -70.355694",Credit,7002.151013,Matthew Miller,48000,USD,2023-03-28 20:40:26,(960)259-8549,(667)937-5504,Refund,Debit
d41b17a5-f65e-48e3-96a3-34ac2a7f4bda,EFOP54463684465280,"37.900157, -104.253761",Credit,David Thompson,2162.283108,KQSS31339437669629,"25.948810, -121.186990",Business,8236.816223,Sheri Dyer,100000,USD,2023-04-17 11:52:08,+1-941-499-1014x7045,627-473-5125x0795,Gift,Credit
98fc667e-5d11-4979-b6df-1abfb402963b,EHHD84608650656448,"29.406904, -70.857838",Business,Scott Bates,9488.186392,HLKN42134670404885,"40.496080, -98.514851",Savings,1091.504309,Sean Cooper,3000,USD,2023-12-02 23:46:32,(246)730-8598,(325)389-2780x806,Refund,Credit
9dfca155-5583-4e1c-bbb1-32b94a5b964e,EHHD84608650656448,"29.406904, -70.857838",Business,Scott Bates,9488.186392,AUDT14974406607698,"40.320117, -109.140429",Credit,6216.034228,Jennifer Payne MD,1000,USD,2023-03-27 10:25:23,(246)730-8598,+1-805-505-5941x995,Transfer,Debit
6e538969-4f14-4d1c-a57e-0a0c323328ce,EILQ98638775798448,"37.213868, -74.646434",Credit,Aaron Thomas,8277.728613,IOMB37617324648605,"28.155404, -109.861885",Credit,7781.943681,Patricia Martinez,5000,USD,2023-12-23 03:14:25,203.305.7744,001-252-575-8034x52214,Transfer,Credit
80e682dc-c6f7-4ac8-ad81-952c6ed05fd5,EINY78436816847096,"24.471397, -119.422850",Savings,Christian Krause,2020.628962,APKM21810862324825,"32.138680, -87.625667",Savings,2810.40614,Wendy Cummings,20000,USD,2023-12-22 18:46:06,764-511-6582,6177462403,Payment,Credit
5cf38990-7abe-4538-9c21-161eca6bacd0,EINY78436816847096,"24.471397, -119.422850",Savings,Christian Krause,2020.628962,EHNW65228401271309,"41.057916, -81.224207",Checking,5794.846595,Steven Cantu,550,USD,2023-07-14 16:04:59,764-511-6582,883-347-6379x00626,Purchase,Debit
0d199b2d-0546-465a-b500-c05b78aa5238,EKCO04490089887019,"27.577925, -67.916351",Savings,Rebecca Hughes,2126.370256,ZRQM56624286193079,"28.097423, -69.257549",Checking,6909.933693,Chad Leon,400,USD,2023-10-28 06:55:49,700-747-5140x103,756-246-9202,Payment,Debit
6477fa48-0538-46f1-8665-f02bbbfb93e0,EKGE76008766836201,"25.652481, -72.439439",Credit,Jennifer Fletcher,8957.341766,FZXZ71064846150726,"45.436142, -77.975608",Savings,4023.271536,Travis Daugherty,92000,USD,2023-08-24 01:54:58,6539716340,001-453-624-9861x18099,Purchase,Debit
a7997a46-3b8e-4f3c-b745-9a24dcae1dad,EKOD71025445000266,"36.748989, -80.038663",Checking,Kristen Nichols,7469.873517,DPXI50666908322378,"25.150419, -100.697487",Credit,2071.154118,Mary Frazier,7000,USD,2023-07-01 16:44:41,(773)487-0448,260-683-4671,Refund,Debit
1d118be4-02ba-4309-a2af-5d9a83ddf266,EPGB06954699529600,"26.550020, -73.830555",Savings,Melody Flynn,208.7795771,TYIZ01722048971728,"41.611598, -106.461905",Savings,429.0123758,Scott Bass,810,USD,2023-01-03 13:00:39,744-892-9194x67029,(952)225-9219,Gift,Debit
777ff21c-6aca-490d-ba65-2e2315611287,EPGB06954699529600,"26.550020, -73.830555",Savings,Melody Flynn,208.7795771,IEGF00075997072123,"40.261013, -77.299585",Business,3184.019187,Ryan Palmer,2450,USD,2023-01-09 06:32:01,744-892-9194x67029,330.552.7715,Payment,Debit
fde03336-c649-4abd-a189-ec0793122101,ERZM49385954128084,"48.373138, -122.085732",Credit,Jeremy Daniels,6820.508182,ARXW20243230124923,"46.095732, -95.614113",Savings,7046.513576,Laura King,12455.25,USD,2023-09-13 20:59:22,935-599-7812,201-883-4817x179,Salary,Debit
